GO,AncestorGroup,AncestorGroupIndex,Color
GO:0003382,"cellular developmental process,anatomical structure morphogenesis,anatomical structure development",1374.0,253.0
GO:0003407,"multicellular organism development,anatomical structure development",2451.0,469.0
GO:0005513,"response to chemical,detection of stimulus",4206.0,796.0
GO:0005975,"primary metabolic process,organic substance metabolic process",3577.0,701.0
GO:0005977,"cellular metabolic process,primary metabolic process,organic substance metabolic process",1558.0,313.0
GO:0005978,"biosynthetic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",184.0,31.0
GO:0005979,"biosynthetic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process,regulation of cellular process,regulation of biological process",288.0,51.0
GO:0005980,"catabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",351.0,59.0
GO:0006000,"primary metabolic process,small molecule metabolic process,organic substance metabolic process",3579.0,702.0
GO:0006002,"cellular metabolic process,organic substance metabolic process",1538.0,308.0
GO:0006004,"primary metabolic process,small molecule metabolic process,organic substance metabolic process",3579.0,702.0
GO:0006006,"primary metabolic process,small molecule metabolic process,organic substance metabolic process",3579.0,702.0
GO:0006024,"nitrogen compound metabolic process,biosynthetic process,organic substance metabolic process",2937.0,551.0
GO:0006027,"nitrogen compound metabolic process,catabolic process,organic substance metabolic process",3133.0,581.0
GO:0006044,organic substance metabolic process,3369.0,648.0
GO:0006048,"nitrogen compound metabolic process,biosynthetic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",2876.0,545.0
GO:0006068,"catabolic process,small molecule metabolic process,organic substance metabolic process",478.0,76.0
GO:0006069,"cellular metabolic process,small molecule metabolic process,organic substance metabolic process",1568.0,316.0
GO:0006071,"cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",1564.0,314.0
GO:0006081,"cellular metabolic process,organic substance metabolic process",1538.0,308.0
GO:0006082,"cellular metabolic process,small molecule metabolic process,organic substance metabolic process",1568.0,316.0
GO:0006091,cellular metabolic process,1531.0,303.0
GO:0006094,"biosynthetic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process",280.0,49.0
GO:0006096,"nitrogen compound metabolic process,catabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,ATP metabolic process,organic substance metabolic process",3096.0,571.0
GO:0006098,"NADP metabolic process,cellular metabolic process,organic substance metabolic process",20.0,1.0
GO:0006099,"cellular metabolic process,primary metabolic process",1556.0,311.0
GO:0006103,"cellular metabolic process,small molecule metabolic process,organic substance metabolic process",1568.0,316.0
GO:0006107,"cellular metabolic process,small molecule metabolic process,organic substance metabolic process",1568.0,316.0
GO:0006108,"cellular metabolic process,small molecule metabolic process,organic substance metabolic process",1568.0,316.0
GO:0006110,"nitrogen compound metabolic process,catabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,ATP metabolic process,organic substance metabolic process,regulation of cellular process,regulation of biological process",3160.0,588.0
GO:0006111,"biosynthetic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,small molecule metabolic process,organic substance metabolic process,regulation of cellular process,regulation of biological process",288.0,51.0
GO:0006112,cellular metabolic process,1531.0,303.0
GO:0006119,"cellular metabolic process,ATP metabolic process",1532.0,304.0
